Unnamed: 0,Movie,Genre,Rating,Emotions
1267,Trinetrudu,"Action, Crime, Thriller            ",7.3,"Love, Sad, Hopeful, Tragic"
1268,Oka Oori Katha,"Comedy, Drama            ",7.5,"Love, Suspenseful, Sad, Mystery"
1269,Bhale Manchi Chowka Beram,"Comedy, Drama, Thriller            ",6.4,"Adventure, Motivational, Dark, Mystery, Fear"
1270,Bhairava Geetha,Drama,5,"Drama, Revenge"
1271,Naanna Nenu Naa Boyfriends,Family,4.5,"Fear, Romantic, Hopeful, Tragic, Thrilling"
1272,Basanti,Action,6.5,"Mind-blowing, Drama, Suspenseful"
1273,Mansara,Drama,7.2,"Happy, Fantasy, Motivational, Emotional"
1274,Gaayam 2,"Action, Crime, Drama            ",5.4,"Fear, Happy, Serious, Tragic, Comedy"
1275,Village lo Vinayakudu,Action,6.7,"Feel-good, Comedy, Motivational, Fear, Happy"
1276,Abbaigaru,Drama,7.2,"Heartwarming, Thrilling, Tragic, Mind-blowing, Fantasy"
1277,Ammo Okato Tariku,Family,7.3,"Adventure, Friendship, Motivational, Emotional, Romantic"
1278,Raksha,Horror,6.1,"Feel-good, Friendship, Happy"
1279,Stoovertpuram Police Station,"Action, Drama            ",6.6,"Adventure, Suspenseful, Emotional, Happy, Mystery"
1280,Srimanthudu,"Drama, Romance            ",7.2,"Heartwarming, Suspenseful"
1281,Lakshmi Raave Maa Intiki,"Drama, Family, Romance            ",4.5,"Mind-blowing, Adventure, Mystery, Thrilling"
1282,Mr. Theertha,"Action, Drama, Family            ",6.5,"Love, Revenge"
1283,Ee Abbai Chala Manchodu,Comedy,5.1,"Suspenseful, Mystery, Friendship, Comedy, Drama"
1284,Yemaindi Ee Vela,"Drama, Romance            ",5.4,"Serious, Happy, Tragic, Chill, Motivational"
1285,Aadu Puli Attam,"Action, Drama, Thriller            ",6.6,"Mind-blowing, Thrilling, Romantic, Fear"
1286,Subhakankshalu,"Comedy, Drama            ",7.3,"Inspirational, Dark, Anger, Mind-blowing"
1287,Samsaaram Oka Chadarangam,Drama,8,"Tragic, Mind-blowing, Drama, Feel-good"
1288,Intinti Bhagavatham,,8.1,"Motivational, Revenge, Family, Excited"
1289,Driver Ramudu,"Action, Drama            ",8.1,"Drama, Hopeful, Mystery"
1290,Saradaga Kasepu,Comedy,5.6,"Feel-good, Adventure, Inspirational, Heartwarming, Patriotic"
1291,Snehithuda,Romance,5.6,"Friendship, Family, Feel-good"
1292,Kaasi,Romance,6.7,"Fantasy, Chill, Heartwarming"
1293,Prema Pipasi,Romance,8.2,"Action, Dark, Romantic, Thrilling, Sad"
1294,Uyarntha Ullam,"Action, Drama, Romance            ",7.3,"Mystery, Hopeful"
1295,Pekata Paparao,"Drama, Comedy            ",6.8,"Heartwarming, Action"
1296,Praja pratinidhi,Comedy,8.4,"Suspenseful, Dark"
1297,Meghasandesam,"Drama, Musical            ",7.5,"Excited, Fantasy, Anger, Inspirational, Romantic"
1298,Joker,"Drama, Comedy, Family            ",7.1,"Sad, Friendship, Comedy"
1299,Marana Mrudangam,Action,7.6,"Friendship, Heartwarming, Happy, Fear"
1300,Maa Bhoomi,Drama,8.3,"Sad, Serious, Tragic, Adventure"
1301,Kerintha,"Drama, Romance            ",6.5,"Sad, Mystery, Chill, Dark, Action"
1302,Tripura,"Comedy, Horror            ",5.7,"Mind-blowing, Inspirational"
1303,123,Comedy,5.7,"Fear, Sad, Motivational, Thrilling, Patriotic"
1304,Jaffa,Comedy,4.8,"Action, Anger, Fear"
1305,Jai Bolo Telangana,History,6.7,"Mind-blowing, Revenge"
1306,Nee Sneham,Drama,6.4,"Love, Serious, Suspenseful"
1307,Maro Charitra,Romance,3.4,"Suspenseful, Fear, Drama"
1308,Aswamedham,"Action, Drama            ",7.1,"Mystery, Action, Hopeful, Fantasy"
1309,Rachayitha,Romance,7.2,"Hopeful, Fear"
1310,Terror,"Action, Thriller            ",7.1,"Mystery, Family, Feel-good"
1311,Avunu Part 2,"Horror, Thriller            ",4.9,"Patriotic, Revenge"
1312,Kashi from Village,"Action, Drama            ",6.6,"Adventure, Fantasy"
1313,Aadu Magaadra Bujji,"Action, Comedy, Romance            ",5.9,"Anger, Fantasy"
1314,Papikondalu,,8.3,"Love, Tragic"
1315,RDX Love,Drama,3.2,"Dark, Happy, Serious, Inspirational, Anger"
1316,Rajdooth,Drama,6.7,"Love, Revenge"
1317,Classmates,"Drama, Mystery, Romance            ",6.1,"Romantic, Sad, Tragic"
1318,Oka Radha Iddaru Krishnulu,"Comedy, Drama, Romance            ",6.8,"Hopeful, Adventure"
1319,Sri Kanaka Mahalakshmi Recording Dance Troupe,"Musical, Comedy, Drama            ",7.6,"Comedy, Excited"
1320,Sri Krishnarjuna Yudham,"Drama, Fantasy, History            ",8.1,"Excited, Friendship, Comedy, Chill, Inspirational"
1321,Rambantu,"Family, Musical            ",7.3,"Emotional, Heartwarming"
1322,Intlo Dayyam Nakemi Bhayam,"Comedy, Horror            ",4.7,"Heartwarming, Tragic"
1323,Amrutham Chandamama Lo,"Adventure, Comedy, Fantasy            ",7.3,"Revenge, Heartwarming"
1324,Nirmala Convent,Romance,6.2,"Family, Drama, Happy, Heartwarming, Fantasy"
1325,Gruha Pravesam,Family,8.2,"Mind-blowing, Comedy, Hopeful, Fear"
1326,Beach Road Chetan,"Action, Drama, Sci-Fi            ",7.9,"Fantasy, Mystery, Sad, Action"
1327,Undiporaadhey,Romance,7.2,"Anger, Feel-good, Motivational, Tragic, Mind-blowing"
1328,Sardar Dharmanna,Drama,8.4,"Happy, Love, Chill, Action, Drama"
1329,Biwi No. 2,Romance,5.8,"Family, Tragic, Serious, Inspirational"
1330,Muddula Mavayya,"Action, Drama            ",7.8,"Revenge, Emotional"
1331,Parugo Parugu,"Comedy, Crime            ",6.8,"Fear, Feel-good, Inspirational, Romantic"
1332,Top Hero,Drama,6.2,"Comedy, Serious, Hopeful, Chill, Dark"
1333,Allari Priyudu,"Drama, Romance            ",6.7,"Action, Tragic, Happy, Comedy, Thrilling"
1334,Jebu Donga,"Action, Comedy, Crime            ",7.3,"Mystery, Excited, Motivational, Drama"
1335,Devatha,"Drama, Romance            ",7.7,"Chill, Mind-blowing, Tragic, Fantasy"
1336,Thayillamal Nannilai,"Action, Drama            ",6.5,"Family, Anger, Drama"
1337,Nandini Nursing Home,Comedy,7.2,"Drama, Fear, Fantasy"
1338,Nenu,,6.5,"Hopeful, Thrilling"
1339,Muddula Mogudu,Drama,7,"Comedy, Romantic, Excited, Thrilling, Feel-good"
1340,Dhairyam,Romance,3.8,"Sad, Heartwarming, Friendship"
1341,Pravarakyudu,Family,5.7,"Mystery, Inspirational"
1342,Choosi Choodangaane,Romance,7.1,"Happy, Mind-blowing"
1343,Burra katha,"Comedy, Romance            ",5.1,"Family, Feel-good, Revenge, Heartwarming"
1344,Mayabazaar,"Comedy, Family            ",6.7,"Happy, Love"
1345,Panduranga Mahatyam,"Drama, History, Musical            ",8.2,"Anger, Mind-blowing, Action"
1346,Ankuram,Drama,7.9,"Inspirational, Family, Fear, Love, Emotional"
1347,Manthrigari Viyyankudu,"Action, Comedy, Drama            ",7.3,"Patriotic, Hopeful, Drama, Fantasy"
1348,365 Days,"Drama, Romance            ",5.3,"Patriotic, Emotional, Love, Mystery"
1349,Maa Alludu Verygood,Romance,5.9,"Emotional, Suspenseful, Feel-good, Mind-blowing, Inspirational"
1350,Nampalli Nagu,,8.5,"Serious, Comedy"
1351,Sambaram,Drama,5.8,"Anger, Friendship"
1352,Kurukshetramu,"Musical, Drama, Action            ",8.2,"Excited, Anger, Love, Sad"
1353,Chanakya Chandragupta,"Action, Drama, History            ",7.1,"Excited, Feel-good, Adventure"
1354,Parthal Pasi Theerum,"Drama, War            ",7.8,"Heartwarming, Patriotic, Motivational, Fear"
1355,Krishnashtami,"Action, Comedy, Romance            ",5.2,"Dark, Excited, Motivational, Fantasy, Revenge"
1356,Malaikottai,Action,5.2,"Revenge, Thrilling"
1357,Thakita Thakita,"Drama, Romance            ",6.5,"Chill, Suspenseful, Comedy"
1358,Inkosari,Drama,6.5,"Mind-blowing, Romantic, Suspenseful"
1359,Kalusukovalani,Romance,6.6,"Action, Serious, Chill, Excited, Fear"
1360,Raam,Drama,4.3,"Mystery, Drama, Inspirational, Adventure, Emotional"
1361,Neeku Nenu Naaku Nuvvu,Drama,4.8,"Suspenseful, Excited, Fear, Family"
1362,Golmaal Govindam,"Comedy, Drama            ",7.2,"Hopeful, Drama, Adventure, Comedy, Chill"
1363,Taskara,Thriller,6.2,"Emotional, Feel-good, Happy, Fantasy, Sad"
1364,SMS - Siva Manasulo Sruthi,Comedy,6.5,"Dark, Suspenseful, Love, Fantasy"
1365,Nammanna,"Action, Drama            ",6.3,"Comedy, Motivational, Hopeful, Suspenseful"
1366,Neeku Naaku Dash Dash,Thriller,6.4,"Love, Comedy"
1367,Sneha Geetham,Drama,6.4,"Feel-good, Drama, Excited, Family, Serious"
1368,Baachi,Action,4.7,"Adventure, Dark, Sad, Family"
1369,Ammo Bomma,"Comedy, Horror, Thriller            ",6.1,"Dark, Fear, Drama"
1370,Swagatam,Drama,5.8,"Dark, Inspirational, Fear, Hopeful"
1371,Evadithe Nakenti,"Action, Crime, Drama            ",6.5,"Sad, Thrilling"
1372,Mosagalaku Mosagaadu,Adventure,8.3,"Comedy, Adventure, Patriotic, Tragic, Mind-blowing"
1373,Kalyana Ramudu,,6.9,"Comedy, Heartwarming, Dark, Fear"
1374,Chinnabbayi,"Drama, Action, Romance            ",5.2,"Fear, Thrilling, Adventure, Action"
1375,Ugranarasimham,,8.6,"Inspirational, Excited, Hopeful"
1376,Paramanandayya Shishyula Katha,"Drama, Musical            ",8.1,"Mind-blowing, Dark, Sad, Friendship"
1377,Adhugo,Drama,6.1,"Fantasy, Mind-blowing, Excited, Dark"
1378,Seethamma Andalu Ramayya Sitralu,"Comedy, Romance            ",4.2,"Comedy, Heartwarming, Family, Drama, Revenge"
1379,Run,"Action, Drama, Romance            ",5.4,"Excited, Inspirational, Sad, Serious"
1380,Raaj,"Drama, Romance            ",4.6,"Romantic, Emotional, Family, Patriotic, Love"
1381,Takkari,Comedy,4.5,"Motivational, Tragic"
1382,Victory,"Action, Drama            ",4.3,"Motivational, Family, Friendship, Love, Comedy"
1383,Screenplay of an Indian Love Story,Drama,8.9,"Tragic, Patriotic"
1384,Chal Mohana Ranga,Drama,8.2,"Drama, Family, Anger, Chill"
1385,Andha Oru Nimidam,"Action, Crime, Drama            ",7,"Heartwarming, Chill, Inspirational, Fantasy, Comedy"
1386,Maavichiguru,Drama,6.4,"Love, Fear, Anger"
1387,Sri Krishnarjuna Vijayam,"Action, Drama, Fantasy            ",7.1,"Patriotic, Friendship, Love"
1388,Gudachari No.1,"Action, Thriller            ",7,"Sad, Motivational, Happy, Fear"
1389,Billa Ranga,"Action, Crime, Family            ",7.8,"Excited, Suspenseful, Action, Family"
1390,Vicky Dada,"Action, Crime            ",7.4,"Chill, Anger, Mind-blowing"
1391,Kondura (The Sage from the Sea),Drama,7.4,"Drama, Sad, Love, Tragic, Inspirational"
1392,Money Money More Money,Comedy,4.3,"Love, Comedy, Patriotic, Motivational, Happy"
1393,President Gari Pellam,Drama,6.5,"Mystery, Fear, Drama"
1394,Evaraina Eppudaina,Romance,4.9,"Revenge, Friendship"
1395,Maro Monagadu,,8.6,"Happy, Patriotic, Dark, Mystery, Inspirational"
1396,Jakkanna,"Comedy, Drama            ",6.3,"Fantasy, Suspenseful, Sad, Romantic, Love"
1397,Muvva Gopaludu,"Drama, Romance            ",7.8,"Inspirational, Mind-blowing"
1398,Ninney Ishta Paddaanu,,5.9,"Happy, Comedy, Family, Inspirational"
1399,9 Nelalu,Drama,7.3,"Mystery, Heartwarming, Action"
